,index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity,Popularity Points Awarded,Has Word Love?
635,635,A Man Without Love (Quando M'innamoro)Engelbert Humperdinck,Engelbert Humperdinck,A Man Without Love (Quando M'innamoro),"['adult standards', 'brill building pop', 'easy listening', 'lounge']",,,,,,,,,,,,,,,,,,,534.0,True
643,643,A Million To One/Young LoveDonny Osmond,Donny Osmond,A Million To One/Young Love,"['bubblegum pop', 'classic uk pop', 'movie tunes']",,,,,,,,,,,,,,,,,,,658.0,True
663,663,A Perfect LoveFrankie Avalon,Frankie Avalon,A Perfect Love,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll']",1OnzfZTZGZPjayArD35MFZ,https://p.scdn.co/mp3-preview/d1ededa9a71e4143fa65c932982bb1f6d77d0ef7?cid=b8d3901151d34489a160e3cf0ab1fa94,141010.0,False,Venus,0.541,0.338,7.0,-10.589,1.0,0.0291,0.789,1e-06,0.138,0.6129999999999999,126.047,4.0,12.0,239.0,True
676,676,A Rockin' Good Way (To Mess Around And Fall In Love)Dinah Washington & Brook Benton,Dinah Washington & Brook Benton,A Rockin' Good Way (To Mess Around And Fall In Love),"['adult standards', 'jazz', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']",4ydSzWwxqtNdP4VPfQe8bf,,148226.0,False,The Two Of Us,0.788,0.52,3.0,-10.837,1.0,0.0528,0.8449999999999999,2.9e-05,0.1779999999999999,0.96,130.224,4.0,47.0,965.0,True
693,693,A Star Is Born (A Love Has Died)Mark Dinning,Mark Dinning,A Star Is Born (A Love Has Died),[],,,,,,,,,,,,,,,,,,,133.0,True
698,698,A Sunday Kind Of LoveJan & Dean,Jan & Dean,A Sunday Kind Of Love,['christmas instrumental'],60NDI5NHrseIRMcP8mp8Yy,,137666.0,False,Surf City: The Best Of Jan & Dean,0.5759999999999998,0.564,5.0,-11.96,1.0,0.0334,0.7289999999999999,2.2e-05,0.112,0.95,113.395,4.0,6.0,6.0,True
699,699,A Sunday Kind Of LoveLenny Welch,Lenny Welch,A Sunday Kind Of Love,[],,,,,,,,,,,,,,,,,,,18.0,True
709,709,A Teenager In LoveDion & The Belmonts,Dion & The Belmonts,A Teenager In Love,"['canadian pop', 'dance pop']",0QGwOFQChzflLAmPq5NwKo,,158253.0,False,Presenting Dion And The Belmonts,0.555,0.377,1.0,-9.123,1.0,0.0295,0.671,0.0,0.128,0.6189999999999999,78.986,4.0,62.0,1185.0,True
711,711,"A Thin Line Between Love & Hate (From ""A Thin Line..."")H-Town",H-Town,"A Thin Line Between Love & Hate (From ""A Thin Line..."")","['boy band', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,,,,,813.0,True
721,721,A Time To Love-A Time To Cry (Petite Fleur)Lou Johnson,Lou Johnson,A Time To Love-A Time To Cry (Petite Fleur),['northern soul'],,,,,,,,,,,,,,,,,,,289.0,True
725,725,A Very Special Love SongCharlie Rich,Charlie Rich,A Very Special Love Song,"['arkansas country', 'country', 'country rock', 'nashville sound']",3EwfpG9f86Z2cHIZ7N99Ii,https://p.scdn.co/mp3-preview/d9322cfb75c175fd977d7bcfe62e6ed8010f38d3?cid=b8d3901151d34489a160e3cf0ab1fa94,166173.0,False,Charlie Rich - 16 Biggest Hits,0.39,0.384,0.0,-10.487,1.0,0.027,0.921,0.00303,0.1429999999999999,0.333,76.482,4.0,25.0,960.0,True
735,735,A Woman In Love (It's Not Me)Tom Petty And The Heartbreakers,Tom Petty And The Heartbreakers,A Woman In Love (It's Not Me),"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",2OECBjmrt1tupVdg8jcfE1,,259773.0,False,Hard Promises,0.567,0.5989999999999999,9.0,-6.903,1.0,0.0402,0.0226,3.1e-05,0.35,0.572,126.524,4.0,45.0,81.0,True
737,737,A Woman Needs Love (Just Like You Do)Ray Parker Jr. & Raydio,Ray Parker Jr. & Raydio,A Woman Needs Love (Just Like You Do),['disco'],0DEwNI2DgasX1eprqCivJk,https://p.scdn.co/mp3-preview/3c14136bb3bf1af8e92df3257fc6d3c3a6cc28a0?cid=b8d3901151d34489a160e3cf0ab1fa94,249053.0,False,A Woman Needs Love (Expanded Edition),0.7439999999999999,0.376,6.0,-14.937,0.0,0.0395,0.4789999999999999,3.9e-05,0.254,0.696,91.113,4.0,46.0,1708.0,True
738,738,"A Woman, A Lover, A FriendJackie Wilson",Jackie Wilson,"A Woman, A Lover, A Friend","['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",6sIhdMiTFJfLFVQ73ugQHg,https://p.scdn.co/mp3-preview/54d196e8873c6a64eb6c51bc285a065b0fe79f57?cid=b8d3901151d34489a160e3cf0ab1fa94,156600.0,False,The Ultimate Jackie Wilson,0.327,0.499,7.0,-6.214,1.0,0.0555,0.8619999999999999,6e-06,0.924,0.621,68.427,4.0,31.0,695.0,True
740,740,A Woman's LoveAlan Jackson,Alan Jackson,A Woman's Love,"['contemporary country', 'country', 'country road']",09PAfjdMXMoTLwhYffyfIu,https://p.scdn.co/mp3-preview/c404d581e203aa1f141e749a8c8207d9ae6caf8b?cid=b8d3901151d34489a160e3cf0ab1fa94,253640.0,False,Genuine: The Alan Jackson Story,0.5929999999999999,0.512,4.0,-10.268,1.0,0.0329,0.519,0.0507,0.185,0.4069999999999999,139.334,4.0,32.0,254.0,True
741,741,A Woman's LoveCarla Thomas,Carla Thomas,A Woman's Love,"['classic soul', 'memphis soul', 'motown', 'soul', 'southern soul']",53HP1YlOvzYkImudH6FN6K,https://p.scdn.co/mp3-preview/8fcd764435cb4e881028533fb5535eb27684ad17?cid=b8d3901151d34489a160e3cf0ab1fa94,174639.0,False,Stax-Volt: The Complete Singles 1959-1968,0.462,0.322,0.0,-10.46,1.0,0.0286,0.7019999999999998,4e-05,0.519,0.634,170.444,3.0,14.0,84.0,True
750,750,A World Without LoveBobby Rydell,Bobby Rydell,A World Without Love,"['adult standards', 'brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",2t8n9fRJQHW7yaUOOw1g17,,167506.0,False,The Best Of Bobby Rydell,0.5809999999999998,0.767,3.0,-6.601,1.0,0.039,0.308,0.0,0.263,0.933,128.436,1.0,20.0,78.0,True
751,751,A World Without LovePeter And Gordon,Peter And Gordon,A World Without Love,"['brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']",1A0j6qANKHgk7VZ6uvYO06,https://p.scdn.co/mp3-preview/3a3633ee52780b0fd3ea11aa80ac8b9f0603e02d?cid=b8d3901151d34489a160e3cf0ab1fa94,160880.0,False,The Ultimate Peter And Gordon,0.512,0.658,1.0,-9.972,0.0,0.0607,0.232,0.0,0.108,0.752,129.861,4.0,45.0,1014.0,True
771,771,About This Thing Called LoveFabian,Fabian,About This Thing Called Love,"['bass trap', 'danish electronic', 'edm', 'electronic trap', 'traprun']",,,,,,,,,,,,,,,,,,,408.0,True
789,789,Accidentally In LoveCounting Crows,Counting Crows,Accidentally In Love,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",4ccM2xBxicGigjLqt6A0YY,,188613.0,False,Accidentally In Love,0.557,0.922,7.0,-3.642,1.0,0.0381,0.0714,2e-06,0.0855,0.791,137.977,4.0,59.0,918.0,True
815,815,Addicted To LoveRobert Palmer,Robert Palmer,Addicted To Love,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'disco', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",5izGeTxueiFX1UPFGohY9w,,363640.0,False,Riptide,0.7019999999999998,0.59,2.0,-12.76,1.0,0.0302,0.3609999999999999,4e-06,0.0512,0.973,111.57,4.0,68.0,1508.0,True
834,834,Afire LoveEd Sheeran,Ed Sheeran,Afire Love,"['pop', 'uk pop']",12B0Twa9kRz45Xw2PgXHJm,https://p.scdn.co/mp3-preview/5c6cb6d3ea10e9ac19074fab809f56bb70d725f1?cid=b8d3901151d34489a160e3cf0ab1fa94,314280.0,False,x (Deluxe Edition),0.552,0.637,5.0,-6.568,1.0,0.0445,0.464,1.6e-05,0.136,0.333,97.97,4.0,64.0,64.0,True
845,845,"After All (Love Theme From ""Chances Are"")Cher & Peter Cetera",Cher & Peter Cetera,"After All (Love Theme From ""Chances Are"")","['dance pop', 'hollywood', 'new wave pop', 'pop']",0ACu78PvVsOFYIKgRkKbGZ,,244360.0,False,Heart Of Stone,0.511,0.336,4.0,-13.132,1.0,0.0324,0.5949999999999999,0.0,0.0904,0.166,138.203,4.0,63.0,1239.0,True
865,865,"After The Love Has GoneEarth, Wind & Fire","Earth, Wind & Fire",After The Love Has Gone,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",3cfnGXJ9bmiWvFqEO6ff8B,https://p.scdn.co/mp3-preview/42277823dd8ad856b49027f989df4c3f03f1e94b?cid=b8d3901151d34489a160e3cf0ab1fa94,278040.0,False,I Am,0.4239999999999999,0.443,6.0,-13.45,1.0,0.0382,0.532,0.000389,0.673,0.391,131.675,4.0,67.0,1307.0,True
919,919,Ain't Love A BitchRod Stewart,Rod Stewart,Ain't Love A Bitch,"['adult standards', 'mellow gold', 'soft rock']",12myqPkW3bmux5bPISk9GC,https://p.scdn.co/mp3-preview/6569c265470d270c539461ce4cbebb1b14e913d3?cid=b8d3901151d34489a160e3cf0ab1fa94,279706.0,False,Blondes Have More Fun,0.6139999999999999,0.661,9.0,-9.663,0.0,0.0313,0.22,0.000227,0.0915,0.65,124.027,4.0,28.0,671.0,True
922,922,Ain't No Love In The Heart Of The CityBobby Bland,Bobby Bland,Ain't No Love In The Heart Of The City,"['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",4qYHnP5AmKzXbJhciPV8si,,233560.0,False,Dreamer,0.515,0.383,9.0,-18.192,0.0,0.0493,0.937,0.904,0.097,0.758,158.457,4.0,59.0,35.0,True
954,954,Ain't Seen Love Like ThatMr. Big,Mr. Big,Ain't Seen Love Like That,"['album rock', 'glam metal', 'hard rock', 'rock']",0Np00vOtVvqZpHqEyYylAs,https://p.scdn.co/mp3-preview/3fde9ce968e53d7a44385dcd4c75b9daf695d1a0?cid=b8d3901151d34489a160e3cf0ab1fa94,211573.0,False,Bump Ahea,0.664,0.542,0.0,-8.793,1.0,0.027,0.7059999999999998,0.0,0.0847,0.4289999999999999,93.705,4.0,31.0,69.0,True
964,964,Ain't That LoveFour Tops,Four Tops,Ain't That Love,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",67SVvBhxFzSZiNoCGOfdTe,,146666.0,False,Fourever,0.5769999999999998,0.785,1.0,-8.506,1.0,0.2129999999999999,0.798,0.0,0.545,0.957,146.04,4.0,1.0,8.0,True
985,985,Airport Love Theme (Gwen And Vern)Vincent Bell,Vincent Bell,Airport Love Theme (Gwen And Vern),[],,,,,,,,,,,,,,,,,,,455.0,True
1020,1020,All 4 LoveColor Me Badd,Color Me Badd,All 4 Love,"['boy band', 'new jack swing', 'r&b', 'urban contemporary']",4XmsMIMjvDIFEjeY3ycMzW,https://p.scdn.co/mp3-preview/f3fc36fb3cb3e12753936c9351e27922da7ca3c5?cid=b8d3901151d34489a160e3cf0ab1fa94,211493.0,False,C.M.B.,0.807,0.75,2.0,-8.29,1.0,0.0315,0.0347,0.00017,0.1489999999999999,0.797,106.389,4.0,52.0,2313.0,True
1059,1059,All For LoveBryan Adams/Rod Stewart/Sting,Bryan Adams/Rod Stewart/Sting,All For Love,,,,,,,,,,,,,,,,,,,,1933.0,True
1104,1104,All I Wanna Do Is Make Love To YouHeart,Heart,All I Wanna Do Is Make Love To You,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",5YjKdeES9QRJ8NmF4Xc8pV,,310893.0,False,Brigade,0.626,0.746,7.0,-8.832,1.0,0.0282,0.16,0.0,0.0618,0.8,102.896,4.0,66.0,1445.0,True
1121,1121,All In Love Is FairBarbra Streisand,Barbra Streisand,All In Love Is Fair,"['adult standards', 'hollywood', 'mellow gold', 'soft rock']",5M9TH1OD92fWsWqp5we4mY,https://p.scdn.co/mp3-preview/d3aa397f8b4fb5c0241f4634423e7ffa01900b15?cid=b8d3901151d34489a160e3cf0ab1fa94,229506.0,False,The Way We Were,0.263,0.266,2.0,-12.228,1.0,0.0357,0.887,0.000663,0.0933,0.0712,84.46899999999998,4.0,26.0,145.0,True
1138,1138,All My LoveQueen Pen Featuring Eric Williams,Queen Pen Featuring Eric Williams,All My Love,"['hip pop', 'lgbtq+ hip hop']",1rlnJyBKqBSuSj3CQGngRg,,204200.0,True,My Melody,0.8409999999999999,0.757,1.0,-4.756,1.0,0.156,0.0342,1e-06,0.1179999999999999,0.816,102.849,4.0,35.0,708.0,True
1158,1158,All Of My LoveBobby Caldwell,Bobby Caldwell,All Of My Love,['yacht rock'],4rGHpDjGls5omPpsc3VVX6,https://p.scdn.co/mp3-preview/99494c0603c05d7a315b277c85347945283793cc?cid=b8d3901151d34489a160e3cf0ab1fa94,210066.0,False,Carry On,0.657,0.4759999999999999,4.0,-13.287,0.0,0.0347,0.3479999999999999,1e-05,0.192,0.559,123.914,4.0,13.0,112.0,True
1167,1167,All Out Of LoveAir Supply,Air Supply,All Out Of Love,"['adult standards', 'mellow gold', 'soft rock']",7dQC53NiYOY9gKg3Qsu2Bs,https://p.scdn.co/mp3-preview/2b445e08a12b12e57a624b6a7d7ec6658112b90d?cid=b8d3901151d34489a160e3cf0ab1fa94,243000.0,False,Lost in Love,0.512,0.262,0.0,-16.875,1.0,0.0276,0.313,6e-06,0.456,0.3569999999999999,108.381,4.0,68.0,1887.0,True
1201,1201,All The Love I've GotMarv Johnson,Marv Johnson,All The Love I've Got,"['motown', 'rhythm and blues']",79Ach1uD8Byx0FmwjwhU6i,https://p.scdn.co/mp3-preview/5d0375eb33cd1787bdc9547659dae93468b2ba0e?cid=b8d3901151d34489a160e3cf0ab1fa94,153533.0,False,Anthology Vol.1,0.747,0.769,9.0,-8.570999999999998,0.0,0.0767999999999999,0.643,0.0,0.2,0.8249999999999998,130.627,4.0,3.0,169.0,True
1202,1202,All The Love In The WorldThe Outfield,The Outfield,All The Love In The World,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'power pop', 'rock', 'soft rock']",,,,,,,,,,,,,,,,,,,863.0,True
1224,1224,All This LoveDebarge,Debarge,All This Love,"['disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",6ABtlkvl08XQo6Xu24FJaf,,352586.0,False,All This Love,0.43,0.683,5.0,-5.578,0.0,0.0396,0.13,1e-06,0.0982,0.438,187.354,4.0,52.0,1086.0,True
1240,1240,All You Get From Love Is A Love SongCarpenters,Carpenters,All You Get From Love Is A Love Song,"['adult standards', 'brill building pop', 'mellow gold', 'soft rock']",0iscir8JzbagvY3p3uQyqf,,226533.0,False,Passage,0.571,0.521,10.0,-12.508,1.0,0.0317,0.2949999999999999,0.0,0.0728,0.895,121.75,4.0,44.0,399.0,True
1241,1241,All You Need Is LoveThe Beatles,The Beatles,All You Need Is Love,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",68BTFws92cRztMS1oQ7Ewj,,230386.0,False,Magical Mystery Tour (Remastered),0.4,0.48,7.0,-7.768,1.0,0.0295,0.3459999999999999,3.1e-05,0.155,0.653,103.436,4.0,69.0,915.0,True
1265,1265,Almost In LoveElvis Presley With The Jordanaires,Elvis Presley With The Jordanaires,Almost In Love,,,,,,,,,,,,,,,,,,,,8.0,True
1268,1268,Almost Like Being In LoveMichael Johnson,Michael Johnson,Almost Like Being In Love,"['adult standards', 'soft rock']",44fWBsWA0NalKPjZUVaKBY,,210400.0,False,The Michael Johnson Album,0.689,0.324,4.0,-16.505,1.0,0.0263,0.4729999999999999,0.0024,0.0782999999999999,0.569,94.196,4.0,28.0,591.0,True
1272,1272,Almost Paradise...Love Theme From FootlooseMike Reno And Ann Wilson,Mike Reno And Ann Wilson,Almost Paradise...Love Theme From Footloose,,,,,,,,,,,,,,,,,,,,1250.0,True
1344,1344,Always The Love SongsEli Young Band,Eli Young Band,Always The Love Songs,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'texas country']",3RFwzA2lXqIzoXHVbeLH1d,,221800.0,False,Jet Black and Jealous,0.4709999999999999,0.784,4.0,-3.337,1.0,0.0315,0.372,4.6e-05,0.7049999999999998,0.387,149.91,4.0,44.0,163.0,True
1397,1397,America/Standing/Because I Love YouThe Five Stairsteps,The Five Stairsteps,America/Standing/Because I Love You,"['chicago soul', 'classic soul', 'motown', 'soul']",,,,,,,,,,,,,,,,,,,33.0,True
1404,1404,American Country Love SongJake Owen,Jake Owen,American Country Love Song,"['contemporary country', 'country', 'country road', 'modern country rock']",0O1x2tRm8ZpfDbcpOWZp7z,https://p.scdn.co/mp3-preview/8a1e06d52aa0e6edf24a2ed9694ae004da282519?cid=b8d3901151d34489a160e3cf0ab1fa94,199746.0,False,American Love,0.529,0.891,8.0,-4.36,1.0,0.043,0.0457,0.0,0.0942,0.329,104.031,4.0,63.0,522.0,True
1447,1447,An Everlasting LoveAndy Gibb,Andy Gibb,An Everlasting Love,"['adult standards', 'bubblegum pop', 'country rock', 'disco', 'mellow gold', 'soft rock']",30IpEYZRHYmS8yZyMM5aYK,,250360.0,False,Shadow Dancing,0.668,0.685,9.0,-6.533,1.0,0.0368,0.3019999999999999,0.0,0.137,0.903,125.475,4.0,44.0,1221.0,True
1450,1450,An Old Fashioned Love SongThree Dog Night,Three Dog Night,An Old Fashioned Love Song,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",5RiLHDGPrVvAEtpvICiqYM,,230693.0,False,Celebrate: The Three Dog Night Stor,0.46,0.498,5.0,-12.687,1.0,0.0358,0.457,0.0122,0.0816999999999999,0.8309999999999998,101.419,4.0,45.0,884.0,True
1458,1458,And I Love HerThe Beatles,The Beatles,And I Love Her,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",65vdMBskhx3akkG9vQlSH1,,149693.0,False,A Hard Day's Night (Remastered),0.767,0.331,1.0,-10.777,0.0,0.0337,0.64,0.0,0.0681,0.636,113.312,4.0,69.0,615.0,True
1459,1459,And I Love HimEsther Phillips,Esther Phillips,And I Love Him,"['classic soul', 'jazz blues', 'rhythm and blues', 'soul']",1dPUQhlNGEaDm9Qi1vcL7I,https://p.scdn.co/mp3-preview/b042907caae511541debaee9db549a284c1462d5?cid=b8d3901151d34489a160e3cf0ab1fa94,158733.0,False,And I Love Him,0.5939999999999999,0.276,3.0,-10.726,0.0,0.0262,0.309,0.0,0.0829,0.6019999999999999,106.37,4.0,48.0,318.0,True
1460,1460,And I Love You SoBobby Goldsboro,Bobby Goldsboro,And I Love You So,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']",2lFH40ztoHpkyY8GPojuA9,,184040.0,False,The Very Best Of Bobby Goldsboro,0.5,0.261,8.0,-11.492,1.0,0.0256,0.895,0.0135,0.0961,0.381,94.356,4.0,33.0,68.0,True
1461,1461,And I Love You SoPerry Como,Perry Como,And I Love You So,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",1naVD19eofGpFf6wosmHIe,https://p.scdn.co/mp3-preview/9adbe12239f12fa18c7c33ac9a29a128f72c7c56?cid=b8d3901151d34489a160e3cf0ab1fa94,197626.0,False,It's Impossible,0.4149999999999999,0.22,8.0,-17.47,1.0,0.0261,0.878,0.651,0.125,0.268,90.267,4.0,58.0,863.0,True
1463,1463,"And Love Goes OnEarth, Wind & Fire","Earth, Wind & Fire",And Love Goes On,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",4fLyo0TfSm6eZuYpK33Wye,https://p.scdn.co/mp3-preview/007e115eb6be1b11011f9ecc305995226058f5f6?cid=b8d3901151d34489a160e3cf0ab1fa94,244786.0,False,Faces,0.72,0.626,11.0,-10.509,1.0,0.035,0.201,4.6e-05,0.0575,0.913,123.029,4.0,38.0,202.0,True
1550,1550,Anniversary Of LoveThe Caslons,The Caslons,Anniversary Of Love,[],5Zfya0scaR3mFcIwtqX2Eg,https://p.scdn.co/mp3-preview/4c42bbc4a4f715f617c37bf7f11848c48a04398f?cid=b8d3901151d34489a160e3cf0ab1fa94,110786.0,False,Goldisc Records From The Vault Vol. 4,0.647,0.545,9.0,-6.919,1.0,0.0525,0.8679999999999999,0.0,0.0624,0.922,113.968,4.0,1.0,22.0,True
1561,1561,Another Like My LoverJasmine Guy,Jasmine Guy,Another Like My Lover,[],,,,,,,,,,,,,,,,,,,249.0,True
1562,1562,Another LoverGiant Steps,Giant Steps,Another Lover,[],,,,,,,,,,,,,,,,,,,1167.0,True
1579,1579,Another Sad Love SongToni Braxton,Toni Braxton,Another Sad Love Song,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",70iDnqYvxCPl3mPd3ddxgD,https://p.scdn.co/mp3-preview/b08eb873da9985af131a6c15b156206277ff2175?cid=b8d3901151d34489a160e3cf0ab1fa94,301560.0,False,Toni Braxton,0.78,0.71,2.0,-7.429,1.0,0.0479,0.0143,3.5e-05,0.0366,0.8579999999999999,96.067,4.0,50.0,1858.0,True
1606,1606,Any LoveLuther Vandross,Luther Vandross,Any Love,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",6BixR2rv0aozttgKLDlC5s,https://p.scdn.co/mp3-preview/b2859ce5d72853bb5408b10cb7a1fdbaf66fc334?cid=b8d3901151d34489a160e3cf0ab1fa94,302533.0,False,Any Love,0.691,0.648,5.0,-7.381,0.0,0.0281,0.4879999999999999,0.0,0.0814,0.7069999999999999,92.854,4.0,39.0,436.0,True
1626,1626,Anyone Who Knows What Love Is (will understand)Irma Thomas,Irma Thomas,Anyone Who Knows What Love Is (will understand),"['classic soul', 'funk', 'louisiana blues', 'new orleans blues', 'soul', 'southern soul']",6L2woktiAuW35BrcROmhW5,,181293.0,False,Straight From The Soul,0.389,0.2899999999999999,2.0,-11.868,1.0,0.0393,0.406,4e-05,0.0758,0.158,185.005,3.0,59.0,218.0,True
1746,1746,As Long As You Love Me (Acoustic)Justin Bieber,Justin Bieber,As Long As You Love Me (Acoustic),"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",49rJsV4jSGjCLoks1fvzhP,,221693.0,False,Believe Acoustic,0.519,0.307,11.0,-9.193,0.0,0.035,0.798,0.0,0.0853,0.454,135.596,4.0,44.0,3.0,True
1747,1747,As Long As You Love MeJustin Bieber Featuring Big Sean,Justin Bieber Featuring Big Sean,As Long As You Love Me,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",0pwYLVXVknPSGUQb39cePC,,229466.0,False,Believe (Deluxe Edition),0.571,0.873,0.0,-3.382,0.0,0.0997,0.0806999999999999,0.0,0.3609999999999999,0.6129999999999999,139.691,4.0,73.0,2259.0,True
1790,1790,At Midnight (My Love Will Lift You Up)Rufus Featuring Chaka Khan,Rufus Featuring Chaka Khan,At Midnight (My Love Will Lift You Up),"['australian electropop', 'edm', 'indietronica']",1c8e9rdsGARATWuBsHG852,,260893.0,False,Ask Rufus,0.5869999999999999,0.47,1.0,-12.572,0.0,0.0389,0.42,0.0366,0.226,0.7229999999999999,125.129,4.0,22.0,634.0,True
1807,1807,At Your Best (You Are Love)Aaliyah,Aaliyah,At Your Best (You Are Love),"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",4lRrk574qIHpoEEKC1zuam,https://p.scdn.co/mp3-preview/9b5dd396c4bb53e03c7a153ab47c48195fc2344b?cid=b8d3901151d34489a160e3cf0ab1fa94,291400.0,False,Age Ain't Nothing But A Number,0.626,0.441,9.0,-10.637,0.0,0.0308,0.761,0.0138,0.0685,0.563,78.09399999999998,4.0,65.0,1421.0,True
1809,1809,Atlanta Lady (Something About Your Love)Marty Balin,Marty Balin,Atlanta Lady (Something About Your Love),['soft rock'],1T6qWyfo0RYyN0YFzC3APi,,228560.0,False,Balin,0.73,0.502,2.0,-10.389,1.0,0.0364,0.464,0.000212,0.151,0.785,119.941,4.0,27.0,682.0,True
